X,Y,Complain_Number,Time,Day,Main_Street,Second_Street,Quadrant,On_Street,Latitude,Longitude,Type,Injured,Vehicles,Bikes,Fatalities,GeocodeError,FID
-76.98678128,38.90761749,12047522,2012-04-07T21:38:00.000Z,Sat,MONTELLO AVE,HOLBROOK TERR,NE,At Intersect,38.907617,-76.986781,Straight Hit Ped.,1,1,1,0,,115
-77.08182962,38.93493994,12048339,2012-04-09T20:00:00.000Z,Mon,MASSACHUSETTS AVE,EMBASSY PARK DR,NW,At Intersect,38.93494,-77.08183,Right Turn Hit Veh.,1,2,1,0,,116
-77.00777834,38.89686039,12048485,2012-04-10T01:48:00.000Z,Mon,FIRST ST,MASSACHUSETTS AVE,NE,At Intersect,38.89686,-77.007778,Other,1,1,1,0,,117
-77.05908413,38.91831378,12048497,2012-04-10T02:37:00.000Z,Mon,MASSACHUSETTS AVE,ROCK CREEK DR,NW,At Intersect,38.918314,-77.059084,Right Turn Hit Ped.,1,1,1,0,,118
-77.03653852,38.90373933,12048832,2012-04-10T22:47:00.000Z,Tue,SIXTEENTH ST,L ST,NW,At Intersect,38.903739,-77.036539,Left Turn Hit Veh.,1,1,1,0,,119
-77.01215693,38.91211691,12048904,2012-04-10T23:40:00.000Z,Tue,FIRST ST,FLORIDA AVE,NW,At Intersect,38.912117,-77.012157,Left Turn Hit Ped.,1,1,1,0,,120
-77.01990538,38.89613007,12048946,2012-04-11T01:40:00.000Z,Tue,SIXTH ST,E ST,NW,At Intersect,38.89613,-77.019905,Left Turn Hit Ped.,1,1,1,0,,121
-77.02377331,38.93281057,12049092,2012-04-11T11:45:00.000Z,Wed,GEORGIA AVE,PARK RD,NW,At Intersect,38.932811,-77.023773,Side Swiped,0,2,1,0,,122
-77.00351948,38.88761401,12049420,2012-04-12T01:31:00.000Z,Wed,PENNSYLVANIA AVE,INDEPENDENCE AVE,SE,Within 100ft,38.887614,-77.003519,Side Swiped,1,2,1,0,,123
-77.00713447,38.91746684,12049600,2012-04-12T13:56:00.000Z,Thu,RHODE ISLAND AVE,LINCOLN RD,NE,Within 100ft,38.917467,-77.007134,Side Swiped,1,1,1,0,,124
-77.03850956,38.90252354,12050138,2012-04-13T15:20:00.000Z,Fri,K ST,SEVENTEENTH ST,NW,Not at Inter,38.902524,-77.03851,Side Swiped,0,2,1,0,,125
-77.0607342,38.93938975,12050337,2012-04-13T22:55:00.000Z,Fri,CONNECTICUT AVE,SEDGWICK ST,NW,At Intersect,38.93939,-77.060734,Right Angle,1,2,1,0,,126
-77.03455674,38.90964928,12050385,2012-04-14T00:25:00.000Z,Fri,P ST,FIFTEENTH ST,NW,Not at Inter,38.909649,-77.034557,Left Turn Hit Ped.,0,1,1,0,,127
-77.0319553,38.89831692,12051240,2012-04-15T17:40:00.000Z,Sun,FOURTEENTH ST,G ST,NW,Within 100ft,38.898317,-77.031955,Right Angle,1,1,1,0,,128
-77.03195506,38.89549897,12052093,2012-04-17T16:21:00.000Z,Tue,FOURTEENTH ST,PENNSYLVANIA AVE,NW,At Intersect,38.895499,-77.031955,19,1,0,1,0,,129
-77.04086893,38.9201966,12052186,2012-04-16T01:30:00.000Z,Sun,CHAMPLAIN ST,KALORAMA RD,NW,Not at Inter,38.920197,-77.040869,19,1,1,1,0,,130
-77.02396682,38.9116154,12052250,2012-04-17T22:08:00.000Z,Tue,NINTH ST,RHODE ISLAND AVE,NW,At Intersect,38.911615,-77.023967,19,1,2,1,0,,131
-77.0259392,38.92685409,12052349,2012-04-18T01:53:00.000Z,Tue,HARVARD ST,SHERMAN AVE,NW,At Intersect,38.926854,-77.025939,19,1,2,1,0,,132
-77.05626079,38.93169575,12052372,2012-04-18T01:53:00.000Z,Tue,CONNECTICUT AVE,DEVONSHIRE PL,NW,At Intersect,38.931696,-77.056261,Left Turn Hit Veh.,0,2,1,0,,133
-77.04882375,38.90069209,12053430,2012-04-20T03:50:00.000Z,Thu,TWENTY SECOND ST,I ST,NW,At Intersect,38.900692,-77.048824,Other,0,2,1,0,,134
-77.02818658,38.89046101,12053801,2012-04-20T22:25:00.000Z,Fri,MADISON DR,TWELFTH ST,NW,Within 100ft,38.890461,-77.028187,19,1,3,1,0,,135
-77.02205749,38.92096281,12054141,2012-04-21T11:09:00.000Z,Sat,GEORGIA AVE,BARRY PL,NW,Not at Inter,38.920963,-77.022057,Left Turn Hit Ped.,1,1,1,0,,136
-77.03197245,38.88860766,12054310,2012-04-21T18:39:00.000Z,Sat,FOURTEENTH ST,JEFFERSON DR,SW,At Intersect,38.888608,-77.031972,19,1,2,1,0,,137
-77.04878977,38.91150118,12055094,2012-04-23T14:19:00.000Z,Mon,FLORIDA AVE,MASSACHUSETTS AVE,NW,Within 100ft,38.911501,-77.04879,19,1,3,1,0,,138
-77.03946035,38.89881381,12055168,2012-04-23T18:25:00.000Z,Mon,SEVENTEENTH ST,PENNSYLVANIA AVE,NW,At Intersect,38.898814,-77.03946,Left Turn Hit Veh.,0,2,1,0,,139
-77.0663903,38.9314673,12055461,2012-04-24T12:45:00.000Z,Tue,WOODLEY RD,THIRTY FOURTH ST,NW,At Intersect,38.931467,-77.06639,Left Turn Hit Veh.,1,2,1,0,,140
-77.04665258,38.90131844,12055679,2012-04-24T21:23:00.000Z,Tue,PENNSYLVANIA AVE,I ST,NW,Within 100ft,38.901318,-77.046653,19,1,2,1,0,,141
-77.02189334,38.91626167,12055924,2012-04-25T05:30:00.000Z,Wed,GEORGIA AVE,FLORIDA AVE,NW,At Intersect,38.916262,-77.021893,19,1,2,1,0,,142
-77.04663186,38.91260985,12056216,2012-04-25T21:49:00.000Z,Wed,TWENTY FIRST ST,R ST,NW,At Intersect,38.91261,-77.046632,19,1,1,1,0,,143
-77.03195506,38.89549897,12056528,2012-04-26T14:31:00.000Z,Thu,FOURTEENTH ST,PENNSYLVANIA AVE,NW,Not at Inter,38.895499,-77.031955,19,1,1,1,0,,144
-77.07553779,38.91262092,12056929,2012-04-27T04:50:00.000Z,Thu,RESERVOIR RD,THIRTY NINTH ST,NW,N/A,38.912621,-77.075538,19,1,1,1,0,,145
-77.04663136,38.91074949,12057841,2012-04-28T21:42:00.000Z,Sat,TWENTY FIRST ST,MASSACHUSETTS AVE,NW,At Intersect,38.910749,-77.046631,19,1,2,1,0,,146
-77.03885021,38.9145427,12058563,2012-04-30T13:44:00.000Z,Mon,NEW HAMPSHIRE AVE,SWANN ST,NW,At Intersect,38.914543,-77.03885,19,0,1,1,0,,147
-77.04488672,38.91014197,12059353,2012-05-02T01:19:00.000Z,Tue,MASSACHUSETTS AVE,TWENTIETH ST,NW,At Intersect,38.910142,-77.044887,Right Angle,1,2,1,0,,148
-77.01416843,38.9037391,12059452,2012-05-02T04:10:00.000Z,Tue,L ST,NEW JERSEY AVE,NW,Within 100ft,38.903739,-77.014168,Side Swiped,1,1,1,0,,149
-77.01802694,38.92036094,12060023,2012-05-03T13:50:00.000Z,Thu,FOURTH ST,BRYANT ST,NW,At Intersect,38.920361,-77.018027,Head On,1,2,1,0,,150
-77.0106471,38.87841009,12060056,2012-05-03T16:50:00.000Z,Thu,HALF ST,K ST,SW,At Intersect,38.87841,-77.010647,Right Angle,1,2,1,0,,151
-77.02962047,38.905648,12060521,2012-05-04T12:34:00.000Z,Fri,THIRTEENTH ST,M ST,NW,Not at Inter,38.905648,-77.02962,19,1,1,1,0,,152
-77.02962301,38.90483491,12060595,2012-05-04T15:36:00.000Z,Fri,THIRTEENTH ST,MASSACHUSETTS AVE,NW,At Intersect,38.904835,-77.029623,Right Angle,1,2,1,0,,153
-77.03946035,38.89881381,12060722,2012-05-04T21:01:00.000Z,Fri,PENNSYLVANIA AVE,SEVENTEENTH ST,NW,Not at Inter,38.898814,-77.03946,19,2,0,1,0,,154
-77.02252289,38.92418347,12061548,2012-05-06T03:20:00.000Z,Sat,EUCLID ST,GEORGIA AVE,NW,At Intersect,38.924183,-77.022523,19,1,2,1,0,,155
-77.0649042,38.9103608,12061829,2012-05-06T18:25:00.000Z,Sun,WISCONSIN AVE,Q ST,NW,Not at Inter,38.910361,-77.064904,19,2,1,1,0,,156
-77.02826037,38.93182109,12062109,2012-05-07T12:50:00.000Z,Mon,ELEVENTH ST,PARK RD,NW,At Intersect,38.931821,-77.02826,19,1,2,1,0,,157
-77.0672241,38.92443979,12062346,2012-05-07T21:59:00.000Z,Mon,MASSACHUSETTS AVE,OBSERVATORY CIR,NW,Within 100ft,38.92444,-77.067224,19,1,2,1,0,,158
-77.00203314,38.91699373,12062362,2012-05-07T23:01:00.000Z,Mon,THIRD ST,U ST,NE,Not at Inter,38.916994,-77.002033,19,1,1,1,0,,159
-77.01544058,38.90723517,12062651,2012-05-08T14:40:00.000Z,Tue,NEW JERSEY AVE,N ST,NW,Within 100ft,38.907235,-77.015441,Rear End,1,2,1,0,,160
-77.02703095,38.90110292,12062733,2012-05-08T17:49:00.000Z,Tue,ELEVENTH ST,NEW YORK AVE,NW,At Intersect,38.901103,-77.027031,Left Turn Hit Veh.,1,2,1,0,,161
-77.03273022,38.93707861,12062940,2012-05-08T23:30:00.000Z,Tue,FOURTEENTH ST,SPRING RD,NW,Within 100ft,38.937079,-77.03273,19,1,2,1,0,,162
-77.07143513,38.92013456,12063443,2012-05-09T21:10:00.000Z,Wed,WISCONSIN AVE,HALL PL,NW,Within 100ft,38.920135,-77.071435,Straight Hit Ped.,2,1,1,0,,163
-76.97220191,38.85129555,12063471,2012-05-09T22:35:00.000Z,Wed,ALABAMA AVE,TWENTY FOURTH ST,SE,At Intersect,38.851296,-76.972202,19,1,2,1,0,,164
-77.02703942,38.91054823,12064146,2012-05-11T03:45:00.000Z,Thu,RHODE ISLAND AVE,ELEVENTH ST,NW,At Intersect,38.910548,-77.027039,19,1,2,1,0,,165
-76.99496232,38.88980625,12064339,2012-05-11T16:10:00.000Z,Fri,EAST CAPITOL ST,EIGHTH ST,BN,At Intersect,38.889806,-76.994962,Right Turn Hit Ped.,0,2,1,0,,166
-77.03086916,38.93197348,12064441,2012-05-11T20:30:00.000Z,Fri,HOLMEAD PL,MONROE ST,NW,At Intersect,38.931973,-77.030869,19,1,1,1,0,,167
-77.01517801,38.88756661,12065522,2012-05-10T00:10:00.000Z,Wed,INDEPENDENCE AVE,THIRD ST,SW,Within 100ft,38.887567,-77.015178,Side Swiped,1,2,1,0,,168
-77.06113491,38.90259405,12065606,2012-05-13T22:44:00.000Z,Sun,THIRTY FIRST ST,K ST,NW,Within 100ft,38.902594,-77.061135,Straight Hit Ped.,1,1,1,0,,169
-77.03453217,38.91700243,12065607,2012-05-13T22:30:00.000Z,Sun,FIFTEENTH ST,U ST,NW,At Intersect,38.917002,-77.034532,19,0,2,1,0,,170
-77.0280722,38.90074455,12065955,2012-05-14T18:00:00.000Z,Mon,TWELFTH ST,NEW YORK AVE,NW,At Intersect,38.900745,-77.028072,Head On,0,2,1,0,,171
-77.07241146,38.94552955,12067129,2012-05-16T22:45:00.000Z,Wed,WINDOM PL,THIRTY SEVENTH ST,NW,At Intersect,38.94553,-77.072411,Straight Hit Ped.,0,1,1,0,,172
-77.02191861,38.9123131,12067175,2012-05-16T23:59:00.000Z,Wed,SEVENTH ST,RHODE ISLAND AVE,NW,Within 100ft,38.912313,-77.021919,19,1,1,1,0,,173
-77.07289206,38.93551635,12067393,2012-05-17T12:57:00.000Z,Thu,NORTON PL,WISCONSIN AVE,NW,At Intersect,38.935516,-77.072892,19,1,1,1,0,,174
-77.0652139,38.90597864,12067656,2012-05-17T22:15:00.000Z,Thu,POTOMAC ST,PROSPECT ST,NW,Within 100ft,38.905979,-77.065214,19,1,0,1,0,,175
-76.98221366,38.89611708,12067773,2012-05-18T01:51:00.000Z,Thu,SIXTEENTH ST,E ST,NE,At Intersect,38.896117,-76.982214,Right Angle,1,2,1,0,,176
-77.05010883,38.90526312,12067969,2012-05-18T14:30:00.000Z,Fri,TWENTY THIRD ST,M ST,NW,At Intersect,38.905263,-77.050109,Right Turn Hit Veh.,1,2,1,0,,177
-77.00999372,38.8920801,12068153,2012-05-18T22:03:00.000Z,Fri,CONSTITUTION AVE,NEW JERSEY AVE,NW,Within 100ft,38.89208,-77.009994,19,1,2,1,0,,178
,,12068199,2012-05-18T22:50:00.000Z,Fri,VIRGINIA AVE,,NW,Within 100ft,,,Head On,1,2,1,0,1,179
-77.02599037,38.91408294,12069283,2012-05-20T20:31:00.000Z,Sun,S ST,TENTH ST,NW,Within 100ft,38.914083,-77.02599,Side Swiped,1,2,1,0,,180
-76.98076536,38.88535176,12069401,2012-05-21T01:30:00.000Z,Sun,SEVENTEENTH ST,C ST,SE,At Intersect,38.885352,-76.980765,VENTEENTH ST C ST,0,1,1,0,,181
-77.02963309,38.89544695,12069617,2012-05-21T14:10:00.000Z,Mon,PENNSYLVANIA AVE,THIRTEENTH ST,NW,Within 100ft,38.895447,-77.029633,Right Angle,0,2,1,0,,182
-77.02703545,38.91367574,12070260,2012-05-22T20:49:00.000Z,Tue,ELEVENTH ST,VERMONT AVE,NW,At Intersect,38.913676,-77.027035,,0,2,1,0,,183
-77.02703612,38.92242805,12070264,2012-05-22T20:20:00.000Z,Tue,ELEVENTH ST,CLIFTON ST,NW,Within 100ft,38.922428,-77.027036,Left Turn Hit Veh.,1,2,1,0,,184
-77.04723483,38.91774014,12070411,2012-05-23T00:00:00.000Z,Tue,CONNECTICUT AVE,WYOMING AVE,NW,Within 100ft,38.91774,-77.047235,Side Swiped,0,2,1,0,,185
-77.01217109,38.90251671,12070460,2012-05-23T01:49:00.000Z,Tue,FIRST ST,K ST,NW,At Intersect,38.902517,-77.012171,Left Turn Hit Ped.,1,1,1,0,,186
-77.03364364,38.89831461,12070550,2012-05-23T04:44:00.000Z,Tue,FIFTEENTH ST,G ST,NW,At Intersect,38.898315,-77.033644,Straight Hit Ped.,1,2,1,0,,187
-77.00591577,38.88981216,12071258,2012-05-24T16:41:00.000Z,Thu,FIRST ST,EAST CAPITOL ST,BN,At Intersect,38.889812,-77.005916,Side Swiped,1,2,1,0,,188
,,12071375,2012-05-24T20:00:00.000Z,Thu,JEFFERSON ST,,SW,Not at Inter,,,Side Swiped,0,2,1,0,1,189
-76.97127949,38.9314197,12118278,2012-08-21T22:33:00.000Z,Tue,BRENTWOOD RD,RHODE ISLAND AVE,NE,At Intersect,38.93142,-76.971279,Straight Hit Ped.,1,1,1,0,,190
-77.04041287,38.92662648,12071395,2012-05-23T00:00:00.000Z,Tue,QUARRY RD,SUMMIT PL,NW,Within 100ft,38.926626,-77.040413,Side Swiped,0,2,1,0,,191
-77.02967668,38.92049913,12118374,2012-08-22T03:07:00.000Z,Tue,FLORIDA AVE,THIRTEENTH ST,NW,Within 100ft,38.920499,-77.029677,19,1,2,1,0,,192
-77.05140655,38.90724327,12071846,2012-05-24T19:00:00.000Z,Thu,TWENTY FOURTH ST,N ST,NW,At Intersect,38.907243,-77.051407,19,0,2,1,0,,193
-77.07294986,38.91873472,12118493,2012-08-22T11:40:00.000Z,Wed,THIRTY SEVENTH ST,MANOR PL,NW,At Intersect,38.918735,-77.07295,Left Turn Hit Ped.,1,1,1,0,,194
-77.0416885,38.90252519,12071854,2012-05-25T16:45:00.000Z,Fri,EIGHTEENTH ST,K ST,NW,At Intersect,38.902525,-77.041689,Right Angle,1,2,1,0,,195
-76.9937695,38.87647465,12118668,2012-08-22T20:27:00.000Z,Wed,NINTH ST,M ST,SE,At Intersect,38.876475,-76.993769,Right Angle,1,2,1,0,,196
-77.0319407,38.92006438,12071858,2012-05-25T17:00:00.000Z,Fri,FOURTEENTH ST,FLORIDA AVE,NW,At Intersect,38.920064,-77.031941,Left Turn Hit Veh.,1,2,1,0,,197
-77.01990079,38.91303697,12119043,2012-08-23T14:25:00.000Z,Thu,RHODE ISLAND AVE,SIXTH ST,NW,At Intersect,38.913037,-77.019901,Right Angle,1,2,1,0,,198
-77.02802903,38.95621648,12071923,2012-05-25T19:43:00.000Z,Fri,GEORGIA AVE,KENNEDY ST,NW,At Intersect,38.956216,-77.028029,19,1,2,1,0,,199
-77.03795514,38.90020187,12119064,2012-08-23T15:10:00.000Z,Thu,H ST,CONNECTICUT AVE,NW,At Intersect,38.900202,-77.037955,Right Angle,1,1,1,0,,200
-76.9883083,38.90020152,12072094,2012-05-26T00:50:00.000Z,Fri,THIRTEENTH ST,H ST,NE,At Intersect,38.900202,-76.988308,Straight Hit Ped.,1,2,1,0,,201
-77.03270925,38.93134681,12119236,2012-08-23T21:30:00.000Z,Thu,FOURTEENTH ST,MONROE ST,NW,Not at Inter,38.931347,-77.032709,Parked Vehicle,1,2,1,0,,202
-77.06529577,38.90512539,12119308,2012-08-24T00:06:00.000Z,Thu,M ST,POTOMAC ST,NW,At Intersect,38.905125,-77.065296,19,0,1,1,0,,203
-77.03195258,38.91260629,12072950,2012-05-27T14:20:00.000Z,Sun,FOURTEENTH ST,R ST,NW,At Intersect,38.912606,-77.031953,Other,1,2,1,0,,204
-77.0239553,38.91699049,12073030,2012-05-27T19:35:00.000Z,Sun,FLORIDA AVE,NINTH ST,NW,N/A,38.91699,-77.023955,Fixed Object,1,1,1,0,,205
-77.05918487,38.90683677,12119819,2012-08-24T22:24:00.000Z,Fri,THIRTIETH ST,N ST,NW,At Intersect,38.906837,-77.059185,19,1,2,1,0,,206
-77.02231304,38.95637653,12073081,2012-05-27T21:25:00.000Z,Sun,KENNEDY ST,SEVENTH ST,NW,Within 100ft,38.956377,-77.022313,Right Turn Hit Veh.,0,1,1,0,,207
-77.00589703,38.88761267,12119843,2012-08-25T00:17:00.000Z,Fri,INDEPENDENCE AVE,FIRST ST,SE,At Intersect,38.887613,-77.005897,Right Angle,1,2,1,0,,208
-77.03652372,38.90964228,12120659,2012-08-26T14:46:00.000Z,Sun,P ST,SIXTEENTH ST,NW,Not at Inter,38.909642,-77.036524,Side Swiped,2,3,2,0,,209
-77.03850093,38.9056523,12073834,2012-05-29T15:06:00.000Z,Tue,SEVENTEENTH ST,M ST,NW,Within 100ft,38.905652,-77.038501,19,1,2,1,0,,210
-76.94811302,38.86888519,12073882,2012-05-29T18:30:00.000Z,Tue,ALABAMA AVE,Q ST,SE,At Intersect,38.868885,-76.948113,Right Angle,0,2,1,0,,211
-77.03195183,38.90964795,12120680,2012-08-26T15:49:00.000Z,Sun,P ST,FOURTEENTH ST,NW,Within 100ft,38.909648,-77.031952,19,1,2,1,0,,212
-77.00817142,38.89203042,12120897,2012-08-27T03:41:00.000Z,Sun,DELAWARE AVE,CONSTITUTION AVE,NE,At Intersect,38.89203,-77.008171,Right Turn Hit Veh.,1,2,1,0,,213
-77.01989893,38.90724062,12074226,2012-05-30T13:09:00.000Z,Wed,N ST,SIXTH ST,NW,Within 100ft,38.907241,-77.019899,,1,1,1,0,,214
-77.03654205,38.90252553,12074266,2012-05-30T15:31:00.000Z,Wed,SIXTEENTH ST,K ST,NW,At Intersect,38.902526,-77.036542,Straight Hit Ped.,1,2,1,0,,215
-76.96777081,38.87230798,12121183,2012-08-27T20:30:00.000Z,Mon,TWENTY EIGHTH ST,PENNSYLVANIA AVE,SE,Within 100ft,38.872308,-76.967771,Back Hit Moving Veh.,3,3,1,0,,216
-77.02189334,38.91626167,12074484,2012-05-30T21:30:00.000Z,Wed,GEORGIA AVE,FLORIDA AVE,NW,At Intersect,38.916262,-77.021893,Right Turn Hit Veh.,1,2,1,0,,217
-77.03194952,38.9037376,12121569,2012-08-28T16:24:00.000Z,Tue,FOURTEENTH ST,L ST,NW,Within 100ft,38.903738,-77.03195,Side Swiped,1,3,1,0,,218
-77.02485351,38.88031398,12121659,2012-08-28T20:24:00.000Z,Tue,MAINE AVE,NINTH ST,SW,Not at Inter,38.880314,-77.024854,Right Angle,0,2,1,0,,219
-77.00338542,38.90837735,12074489,2012-05-30T21:41:00.000Z,Wed,SECOND ST,FLORIDA AVE,NE,At Intersect,38.908377,-77.003385,19,0,2,1,0,,220
-77.03213102,38.94398066,12074824,2012-05-31T12:47:00.000Z,Thu,ARKANSAS AVE,WEBSTER ST,NW,At Intersect,38.943981,-77.032131,Right Turn Hit Veh.,1,2,1,0,,221
-77.0239553,38.91699049,12122307,2012-08-29T22:59:00.000Z,Wed,NINTH ST,U ST,NW,Within 100ft,38.91699,-77.023955,Side Swiped,1,2,1,0,,222
-76.978994,38.90082918,12075013,2012-05-31T21:14:00.000Z,Thu,SEVENTEENTH ST,I ST,NE,At Intersect,38.900829,-76.978994,Straight Hit Ped.,1,1,1,0,,223
-76.97908719,38.90674246,12122689,2012-08-30T17:50:00.000Z,Thu,BLADENSBURG RD,MOUNT OLIVET RD,NE,At Intersect,38.906742,-76.979087,Right Angle,0,2,1,0,,224
-77.01893242,38.90417434,12075129,2012-05-31T23:32:00.000Z,Thu,FIFTH ST,L ST,NW,Within 100ft,38.904174,-77.018932,Side Swiped,1,3,1,0,,225
-77.03274852,38.9302311,12122704,2012-08-30T18:45:00.000Z,Thu,PARK RD,FOURTEENTH ST,NW,Not at Inter,38.930231,-77.032749,Parked Vehicle,1,2,1,0,,226
-76.99375699,38.88980421,12122907,2012-08-31T00:39:00.000Z,Thu,EAST CAPITOL ST,NINTH ST,BN,At Intersect,38.889804,-76.993757,19,1,1,1,0,,227
-77.00201742,38.90779658,12075609,2012-06-01T21:50:00.000Z,Fri,FLORIDA AVE,THIRD ST,NE,Within 100ft,38.907797,-77.002017,19,1,2,1,0,,228
-77.07285604,38.91651828,12076138,2012-06-02T22:05:00.000Z,Sat,THIRTY SEVENTH ST,WHITEHAVEN PKWY,NW,At Intersect,38.916518,-77.072856,Side Swiped,1,1,1,0,,229
-77.03639601,38.95928364,12122998,2012-08-31T02:50:00.000Z,Thu,SIXTEENTH ST,MONTAGUE ST,NW,Within 100ft,38.959284,-77.036396,Other,1,2,1,0,,230
